,id,genre,styles,uri
0,25000,"['Electronic', 'Hip Hop', 'Funk / Soul']",['Disco'],https://i.discogs.com/D96zm95Ha6ce7VdoqetFmVVrIX_4EHZ2HfI-9x0j2RQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMjQ5/ODQtMTI2Mzc1MzQw/NS5qcGVn.jpeg
1,25001,['Electronic'],"['Breaks', 'Drum n Bass', 'Big Beat']",https://i.discogs.com/yvPLJ5Bbt2PybuqAoABja8wjKgIUwnbGDiOCAsFa_yo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxMzQw/Mi0xMTM2NzU5NzE1/LmpwZWc.jpeg
2,25002,"['Electronic', 'Rock']","['Alternative Rock', 'Leftfield', 'Indie Rock']",https://i.discogs.com/tVWrq_Vld78XB2eOiYgHnbTi4U1sT9wBfW93DjE7Xp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY1MTE3/LTEyMjE4NjUyMTMu/anBlZw.jpeg
3,25003,['Rock'],['Folk Rock'],https://i.discogs.com/3jaAfh_JC5_j2HZC3HkypN0rZv1gkpP0LETv7JZeox0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMzU1/MTM3LTE1MzM1NzEx/NzItMzMxMy5qcGVn.jpeg
4,25004,['Electronic'],['Techno'],https://i.discogs.com/61lsyMIOm9hAYjg-oMYg53G9gagwz0tv8AGNoMgvMgc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0ODA3/Mi0xNDcwMTQxODAw/LTEwNTcuanBlZw.jpeg
5,25005,['Rock'],['Prog Rock'],https://i.discogs.com/gG0xkpcbv_SvB2c4JcJAjG0jKkh4-tV23k3kVP8oUeQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwMjI0/MjAtMTU5MTU1MTIx/Mi0xMTgzLmpwZWc.jpeg
6,25006,"['Electronic', 'Hip Hop']","['House', 'Breaks', 'Techno']",https://i.discogs.com/BSNcrwAEvJtUI3pe1cDT3Itzf5hcZCs0JTOq1bvtRuM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2NjUw/LTExMzE5NjAxMzYu/anBlZw.jpeg
7,25007,['Rock'],['Punk'],https://i.discogs.com/K_wXCbIUDlXFBqTwigpz_ATmUmJT92gDFR4j6xfSvKI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0Nzk1/NC0xNDYwNDAwNDg3/LTIzNTUuanBlZw.jpeg
8,25008,['Electronic'],['Euro-Disco'],https://i.discogs.com/AiQnbrNPce8PmJoFDWU0L3TSFanXrnOkLy2VJK-uOVY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NzAw/MS0xMjE4NzE4MDIx/LmpwZWc.jpeg
9,25009,['Rock'],"['Art Rock', 'Prog Rock', 'Classic Rock']",https://i.discogs.com/_6lFrUpWtepdBV2umqSC34pPx7sQzEPmtIfuhEsYw2Q/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNzA3/NDYtMTU5OTgzNzk5/Ni05MTU5LmpwZWc.jpeg
