age,gender,dominant_race,angry,disgust,fear,happy,sad,surprise,neutral
27,Man,white,2.5567351586538365,0.00034962797978874865,5.887322916111598,62.43647784751918,6.408264469115202,0.0647277144853515,22.646110040413138
30,Man,white,0.7342315744608641,0.005425539347925223,7.916895300149918,42.54767596721649,24.452291429042816,1.008397713303566,23.335078358650208
38,Man,white,1.9808626676129423e-05,1.6616338960927197e-15,9.21861956826565,0.9866915300006587,89.44245513930649,0.01419962002781749,0.3380198698800725
32,Woman,white,0.00828304645044724,1.6205456687731948e-07,0.46252446174913187,0.024449697234259216,0.9314430125287786,0.004871702038639096,98.56842739205688
32,Man,white,8.816010669605544e-08,1.3040826561811823e-15,0.8254229583098267,3.6229425176617594e-06,84.31724216444744,4.129454802213513e-07,14.85733031376185
27,Man,white,0.36120503209531307,2.1590373933122464e-05,0.10663606226444244,61.504846811294556,0.075057044159621,0.021725651458837092,37.93051540851593
30,Man,white,99.60327744483948,0.0572925026062876,0.07957094348967075,0.010645083239069209,0.24840051773935556,2.7383766365574047e-07,0.0008154426723194774
27,Man,white,0.7092512678354979,0.0036442663258640096,44.956183433532715,1.9474927335977554,6.230862066149712,0.009042901365319267,46.14352285861969
38,Man,white,6.050948426127434,0.010935680620605126,74.35210347175598,5.678168122358329e-05,19.331470131874084,0.02132818044628948,0.2331665251404047
34,Man,white,9.034283192057442e-12,1.2467681333630794e-18,4.248352953668641e-11,99.99914765352891,1.3598230340763277e-10,3.957817421000548e-07,0.0008543884687180277
39,Man,white,7.911067996246857e-05,1.702751167061839e-11,3.394158198943842e-06,99.99146461486816,0.005637450885842554,5.735364266845622e-09,0.0028165715775685385
36,Man,asian,45.81617091990536,0.005110368087946957,29.04580110584504,24.288766043708684,0.8382225908769722,1.3788344089000855e-05,0.005916518409999253
33,Man,latino hispanic,95.60919404029846,0.006569411925738677,1.0293935425579548,2.6830164715647697,0.6020749919116497,2.5668228431641182e-05,0.06973267300054431
36,Man,white,32.06234169377933,2.768930540824695e-11,5.115854001153464e-05,0.1282731380401932,67.7861552111003,3.361001524047948e-13,0.023181865907869692
30,Man,white,6.331434845924377,7.05094039440155,17.710508406162262,56.29355311393738,6.780370324850082,0.0013342445527086966,5.831862613558769
35,Man,black,89.31695755225167,0.00303642282141937,1.7944024082662111,0.04462714107347376,6.9653530100198395,0.16395901142934033,1.7116683624189115
24,Man,middle eastern,0.04029241681564599,4.098206583119657e-10,0.23732036352157593,0.03735539212357253,4.082168638706207,0.004511355291469954,95.59835195541382
25,Man,white,1.672329567372799,8.884964161973152e-11,0.029755051946267486,0.07000665063969791,98.22783470153809,3.889739572104922e-09,7.455124659827561e-05
27,Man,white,8.133126243592415e-05,8.300312341743762e-12,0.2705693244934082,0.0024922981538111344,93.2984471321106,1.6310661710150498e-07,6.428411602973938
39,Man,white,0.5366174969822168,2.5892232358160072e-06,0.002446467988193035,99.4157075881958,0.0015898609490250237,0.011813902528956532,0.03182042564731091
28,Man,white,64.46191668510437,0.003964171264669858,28.098425269126892,7.23811611533165,0.11059149401262403,0.008490976324537769,0.07849264657124877
25,Man,white,25.348234176635742,0.025231062318198383,20.976409316062927,0.08364006644114852,48.050037026405334,0.0003703743686855887,5.516081675887108
33,Man,white,2.037662016610027,0.0002860694564768418,3.103353640637019,0.0008254603509134263,92.68797592449044,0.0005209237625779312,2.1693761822209465
33,Man,white,47.601675701341115,0.0548087300411588,2.5287519429626397,0.3223897342252415,10.783026907804835,0.25840404729891386,38.45094602715326
29,Man,white,40.77289512480556,0.0038113000304704496,3.2658669929662953,26.438370175555924,18.24043473715368,0.376895793487633,10.901715051923388
