age,gender,dominant_race,angry,disgust,fear,happy,sad,surprise,neutral,imsi
22,Man,black,0.0062500119383912,1.5074364824972653e-11,0.1950638252310454,0.0094114053354132,2.4212850257754326,3.0096192205064654e-06,97.36798405647278,0
41,Man,indian,0.0027662279535434,2.960862222067817e-07,0.000275992601928,99.39431548118591,0.0508376862853765,4.140915521588795e-06,0.5518052726984024,0
28,Man,black,0.6714335177093744,2.040233937350422e-05,0.4130755551159382,0.1405184157192707,84.89148616790771,0.0020030482119182,13.881465792655945,0
39,Man,black,1.3737450578814676,1.7508012506541294e-06,0.6260113975690129,0.0016682248145502,13.835739930183896,0.0020754861252152,84.16075299254024,0
32,Man,white,2.472978046415928,1.7585386640326667e-05,0.2935607394090735,1.2851249009344842e-05,88.21538020464064,4.195987696487408e-08,9.018050671699685,0
33,Man,black,0.2520645968616009,0.0020556048184516,1.6595231369137764,91.18860960006714,6.876432150602341,0.0057182038290193,0.0155956731759943,0
23,Man,white,1.1834599783098685,0.0357023025024192,63.66047046544972,30.100559002194345,0.8834946495887428,0.1805803380507432,3.955738482221274,0
34,Man,black,2.3949425667524338,3.545104121371878e-06,8.299291133880615,0.0002749015493463,36.00270748138428,5.732715635531349e-05,53.30272316932678,0
27,Man,black,19.705776870250705,2.9188738093210986e-07,0.0522599089890718,1.2851402163505554,1.0996842756867409,0.0002981533043566,77.85683870315552,0
33,Man,middle eastern,1.8731882939948884e-05,5.7540437652579805e-09,0.1507594340002199,0.000997083466559,0.0206922804464641,0.0001914511699823,99.82734321518798,0
47,Man,black,0.0001019242692379,2.19457531904817e-06,0.2805855990922808,98.99203175258826,0.0063629060759916,0.0002580853032794,0.7206583825146188,0
28,Man,white,0.3608313890300525,2.7389344413699154e-06,75.00682175078133,0.4250457003658175,0.5278395325285754,20.8289777244356,2.850476312580548,0
44,Man,white,11.923359334468842,0.0026298048396711,17.242062091827393,0.6020401138812304,2.5728948414325714,27.129492163658146,40.527522563934326,0
41,Man,white,6.64888204937597e-05,4.206654454299869e-13,0.0126277154777199,0.0005063586741016,40.4621958732605,7.728591964375758e-17,59.52460169792175,0
34,Man,white,23.393838107585907,4.372389241780184e-05,0.3737516235560179,0.000286039698949,33.12864601612091,2.05622384896742e-05,43.10341477394104,0
31,Man,middle eastern,72.51682013072728,0.0003217531528454,5.524370905831944,0.1612759934334763,12.249518960771685,0.0229928440478779,9.524690714515362,0
25,Man,asian,11.51447141256758,0.0003118867838928,0.5084367306343752,0.0944090830555011,11.175025175513335,9.15541247651082e-05,76.70725445194569,0
28,Man,white,2.5567641481757164,0.0043207666749367,21.0786372423172,0.2067901194095611,12.801934778690338,0.0067891378421336,63.344764709472656,0
27,Man,white,2.5567351586538365,0.0003496279797887,5.887322916111598,62.43647784751918,6.408264469115202,0.0647277144853515,22.646110040413134,0
30,Man,white,0.7342315744608641,0.0054255393479252,7.916895300149918,42.54767596721649,24.452291429042816,1.008397713303566,23.335078358650208,0
38,Man,white,1.9808626676129423e-05,1.6616338960927197e-15,9.21861956826565,0.9866915300006588,89.44245513930649,0.0141996200278174,0.3380198698800725,0
33,Man,white,2.037662016610027,0.0002860694564768,3.103353640637019,0.0008254603509134,92.68797592449044,0.0005209237625779,2.1693761822209465,0
33,Man,white,47.60167570134112,0.0548087300411588,2.52875194296264,0.3223897342252415,10.783026907804835,0.2584040472989138,38.45094602715326,0
29,Man,white,40.77289512480556,0.0038113000304704,3.265866992966296,26.438370175555924,18.24043473715368,0.376895793487633,10.901715051923388,0
24,Man,white,0.1032873515777466,1.4626085056463983e-10,0.0056796987842522,0.3172201890459431,0.2460977002042293,0.0118585376600801,99.31585200836038,0
30,Woman,asian,5.383200146746645,33.54072472695856,47.30036242606416,1.402856772563265,9.672503749877436,0.031769361959993,2.6685859735957367,0
22,Woman,white,0.3311381442472338,2.46147607185776e-05,58.065205812454224,0.0069872738095,31.57589435577393,0.0064580504840705,10.01429334282875,0
38,Man,white,12.7033360423646,1.687730893391151e-10,1.8533547713208992e-05,85.39982947110113,7.878556872428002e-05,2.9765466889066044e-05,1.896709130508252,0
29,Man,black,60.59534314843077,9.10466423232108e-07,0.3532668320546646,0.0003521982744875,23.666675309340675,3.7557795225372255e-08,15.384365045092409,0
26,Man,white,7.904626606047849e-10,1.1219619334727845e-17,7.731843594191433e-11,99.73133206367493,4.9078935360213904e-08,0.0004102514139958,0.2682588063180446,0
27,Man,white,0.5836919415742159,2.204429305763256e-07,0.1530878944322466,2.012964151799679,2.584121562540531,0.0030936869734432,94.66304183006288,0
30,Man,white,0.9420769850657572,7.052002353848389e-05,93.75365935287827,0.0072842788334878,0.3251143692129474,2.619547553035471,2.352248272433774,0
32,Man,white,0.0433394277933985,7.547947267205758e-08,26.58012807369232,0.0052452240197453,67.44475364685059,2.759113328920648e-05,5.9265099465847015,0
23,Man,white,1.2703299792086414e-05,1.78019914984086e-08,0.000248706797992,99.94312524456532,0.000595988730364,9.482722586162444e-05,0.0559209704668653,0
31,Man,white,23.436248209252845,5.988539799059203e-06,23.09490132897504,0.0062744668059198,20.252988949596222,0.3529196349781534,32.85666303972381,0
30,Woman,white,0.0040614530007587,7.587503070283219e-07,12.241832166910172,0.2362080616876483,36.000314354896545,0.0017912203475134,51.515793800354,0
31,Man,white,1.9092517334503252e-10,5.690785593786488e-24,4.91538060272588e-21,99.99927878375524,0.0002648164284937,4.552256940009614e-25,0.0004601110778401,0
25,Woman,middle eastern,8.490578085184097,0.0159084142069332,59.28348898887634,0.8393889293074608,17.912164330482483,4.112762212753296,9.345707297325134,0
42,Man,white,5.436493828892708,0.0002118698830599,7.482163608074188,0.0005013160262024,41.15326702594757,3.710487112402916,42.21687614917755,0
25,Man,white,2.610854245722294,1.902986497270831e-05,1.628616452217102,0.0082438229583203,16.399823129177094,0.0095027084171306,79.34293746948242,0
31,Man,white,9.79221911889816e-10,1.9721468110921875e-15,1.830557190204973e-10,99.9970316886902,2.538343046865066e-06,9.254731009322724e-09,0.0029655346224899,0
42,Man,white,1.306864510885746,0.0032445672446883,0.2562950983670412,0.8848360335729142,97.3652063229803,0.0017712421286706,0.1817818723004682,0
28,Man,white,5.157764256000519,0.0072121198172681,2.468143589794636,5.383389815688133,24.127544462680817,0.010980663500959,62.84496784210205,0
47,Man,white,0.0787095446487989,7.4860916953262e-05,0.0618210506686449,92.0542712243957,0.0573640199576479,0.1378324081388061,7.609927362795315,0
31,Man,white,0.0107303770193775,8.903156520894768e-10,3.7118677989937785e-05,7.119819398762488e-05,99.84439610507464,9.767989950965026e-10,0.144769585938429,0
32,Man,white,0.5861671874025837,6.023430351430704e-05,96.79829516431153,0.1676976364429132,1.5847954872494354,0.0268676489926324,0.8361046137088998,0
28,Man,white,4.3807467982280805e-07,4.131859639261381e-09,1.4543334401674724e-05,99.67375401571346,0.3254384345783669,8.975515395932906e-15,0.0007844755574999,0
29,Man,white,3.200291106139553,0.0031683135742034,78.40418558170623,3.422482347188276,12.437913559426494,1.5869036345963043,0.9450596021186832,0
31,Man,white,7.6581694185733795,6.020310934218287e-05,13.3399099111557,0.013852390111424,26.528650522232056,0.1490858034230768,52.31027007102966,0
35,Man,white,12.395942223555776,0.0916984405020248,21.98607808517479,0.6713377908512603,9.995863140122516,0.0612698888009919,54.79780378367856,0
26,Man,middle eastern,0.8150934727545662,3.632993855800928e-06,74.50792041468146,0.0440160711920154,9.88775178121041,0.2130172808031607,14.532195897829288,0
33,Man,white,0.0029147555324016,2.3978078189657026e-06,89.15836215019226,8.56427475810051,0.0474177359137684,0.3750849748030305,1.8519485369324684,0
23,Man,white,1.329550426453352,9.029597514143006e-07,0.0013094638234179,14.536289870738983,1.2709705159068108,0.0006689802830806,82.86120891571045,0
23,Man,white,30.01367449760437,0.0008139616511471,7.937932014465332,1.7866363748908043,34.101104736328125,1.0234596207737925,25.13638138771057,0
48,Man,white,5.7195886969566345,0.0423394696554169,16.709135472774506,2.1564098075032234,24.784761667251587,0.1548919477500021,50.4328727722168,0
